"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0600000US2501554030","Plainfield town, Hampshire County, Massachusetts","302","44","0.7","1.3","2.6","2.2","11.3","4.6","11.3","4.4","18.5","6.0","17.9","5.0","12.9","4.4","9.9","5.3","7.9","4.3","7.0","6.1","59375","11684","86529","18041","32.5","(X)","(X)","(X)","(X)","(X)","180","33","0.0","17.6","3.3","3.3","5.0","2.9","9.4","5.1","16.7","6.0","19.4","6.7","17.2","7.4","14.4","7.8","8.9","4.4","5.6","5.6","73056","9173","86177","12977","(X)","(X)","26.7","(X)","(X)","(X)","146","29","0.0","21.1","0.0","21.1","4.8","3.8","10.3","5.6","15.8","6.4","18.5","7.9","16.4","7.9","17.8","9.7","11.0","5.5","5.5","6.1","76250","13746","N","N","(X)","(X)","(X)","(X)","(X)","(X)","122","37","1.6","3.4","1.6","2.7","20.5","9.9","13.9","8.2","25.4","11.6","13.1","7.5","6.6","5.2","1.6","2.5","6.6","7.8","9.0","12.6","46458","6147","84308","43025","(X)","(X)","(X)","(X)","39.3","(X)"
"0600000US2501562745","Southampton town, Hampshire County, Massachusetts","2406","135","0.9","1.1","2.0","1.9","6.0","4.0","8.0","4.8","4.5","2.7","15.1","5.4","10.7","4.4","25.7","5.6","14.5","4.7","12.5","4.1","104577","11802","120521","12921","42.3","(X)","(X)","(X)","(X)","(X)","1698","140","1.3","1.5","0.8","1.4","1.6","2.0","4.7","3.6","2.1","2.0","11.1","5.7","12.4","5.9","27.6","7.3","20.6","6.2","17.7","5.5","132333","16167","146001","14671","(X)","(X)","37.5","(X)","(X)","(X)","1525","139","1.4","1.7","0.0","2.3","1.8","2.2","3.4","3.5","2.4","2.3","9.1","5.4","12.7","6.6","28.5","8.1","23.0","6.9","17.7","5.9","135547","14630","N","N","(X)","(X)","(X)","(X)","(X)","(X)","708","160","0.0","4.8","4.8","5.5","16.4","12.7","16.0","13.2","10.2","7.5","24.7","12.2","8.6","7.0","19.4","10.3","0.0","4.8","0.0","4.8","50950","13356","56995","9727","(X)","(X)","(X)","(X)","49.6","(X)"
"0600000US2501564145","South Hadley town, Hampshire County, Massachusetts","6616","306","3.0","1.4","4.0","1.6","9.8","2.7","6.5","1.9","12.7","3.2","17.9","3.4","12.0","2.2","19.3","3.5","8.2","1.8","6.5","1.8","69346","5458","91161","6304","40.1","(X)","(X)","(X)","(X)","(X)","3987","245","0.9","0.6","1.9","1.2","5.8","2.7","5.2","3.1","8.8","3.9","17.8","4.4","13.9","3.0","27.1","4.8","11.0","2.8","7.6","2.4","92183","11519","105923","8500","(X)","(X)","41.0","(X)","(X)","(X)","2792","265","0.6","0.7","0.0","1.2","5.4","3.9","3.1","1.9","6.6","2.9","16.2","4.5","14.1","3.3","28.6","5.6","15.4","3.9","9.9","3.1","105000","12479","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2629","344","6.2","3.4","8.4","3.6","16.9","5.0","8.1","2.7","17.6","5.4","20.5","4.6","10.0","3.8","6.6","3.0","2.4","2.0","3.3","2.0","43509","4697","63064","10272","(X)","(X)","(X)","(X)","38.2","(X)"
"0600000US2501572880","Ware town, Hampshire County, Massachusetts","4351","213","7.2","3.3","4.6","1.6","10.9","3.1","6.5","2.1","16.7","3.9","16.7","4.3","12.5","3.9","18.8","4.0","4.0","2.2","2.0","1.3","54446","6067","68157","5144","35.8","(X)","(X)","(X)","(X)","(X)","2664","205","8.1","4.5","2.7","1.9","6.6","3.4","7.3","3.3","13.8","4.8","9.6","3.9","14.3","5.0","29.7","6.2","5.4","3.5","2.7","2.0","78769","10587","81183","8510","(X)","(X)","34.9","(X)","(X)","(X)","1924","196","3.1","4.1","1.5","1.7","6.7","3.9","4.4","2.6","12.9","5.2","9.4","4.7","15.6","6.5","36.1","7.7","7.4","4.7","3.0","2.6","95161","11117","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1687","244","6.5","3.5","6.9","3.2","17.8","6.3","8.7","4.3","24.7","7.8","22.1","7.6","10.1","6.7","1.8","2.3","0.5","0.8","1.1","1.7","40101","4393","44178","5305","(X)","(X)","(X)","(X)","35.0","(X)"
"0600000US2501576380","Westhampton town, Hampshire County, Massachusetts","719","38","0.3","0.6","0.8","1.0","1.7","1.2","3.9","2.5","8.6","3.9","21.8","6.2","18.2","5.0","25.0","5.1","13.5","4.9","6.1","2.4","88313","7439","106380","7100","36.2","(X)","(X)","(X)","(X)","(X)","571","42","0.0","5.9","1.8","1.9","0.5","0.8","3.9","3.0","6.7","3.7","20.5","6.7","16.5","5.0","27.7","5.9","16.1","5.5","6.5","2.7","100375","18096","113690","8672","(X)","(X)","37.7","(X)","(X)","(X)","464","38","0.0","7.3","0.0","7.3","0.6","0.9","3.2","3.5","5.0","3.7","17.7","6.2","15.1","5.2","30.6","6.8","19.8","6.4","8.0","3.4","114457","7270","N","N","(X)","(X)","(X)","(X)","(X)","(X)","148","35","1.4","2.9","4.1","4.6","4.1","4.1","4.1","4.3","20.3","10.6","27.0","10.9","18.2","9.7","12.8","7.6","6.1","5.6","2.0","2.7","59286","8602","71313","11128","(X)","(X)","(X)","(X)","27.7","(X)"
"0600000US2501579915","Williamsburg town, Hampshire County, Massachusetts","1161","96","3.0","2.8","4.1","3.4","5.9","2.5","6.4","3.0","13.5","4.3","10.9","4.4","13.9","4.5","25.8","6.1","5.7","2.4","10.9","4.1","83902","8838","104696","10008","40.5","(X)","(X)","(X)","(X)","(X)","694","85","4.2","4.6","0.0","4.9","1.9","1.8","2.6","2.2","4.0","2.8","10.8","5.6","20.2","7.0","33.9","9.2","8.6","3.9","13.8","5.1","107500","14957","126324","14082","(X)","(X)","38.8","(X)","(X)","(X)","558","85","1.1","1.4","0.0","6.1","1.4","1.8","1.3","1.8","2.7","2.8","10.8","7.3","20.1","7.2","35.5","10.2","10.8","4.8","16.5","6.1","122857","14961","N","N","(X)","(X)","(X)","(X)","(X)","(X)","467","91","1.3","1.8","10.3","8.2","12.0","6.1","12.0","6.5","27.6","8.8","12.0","6.7","7.5","5.7","10.7","8.2","1.3","1.9","5.4","6.8","41960","4485","65502","17323","(X)","(X)","(X)","(X)","42.0","(X)"
"0600000US2501582175","Worthington town, Hampshire County, Massachusetts","604","65","1.2","1.1","3.8","2.3","7.8","3.7","8.3","4.3","11.6","4.0","15.9","4.1","15.2","5.3","25.7","6.1","5.0","2.3","5.6","3.6","76250","9065","90181","8642","31.6","(X)","(X)","(X)","(X)","(X)","348","49","0.0","9.6","1.1","1.4","2.3","2.1","3.4","2.3","11.8","5.8","19.8","5.4","17.0","7.2","26.1","7.3","9.8","4.3","8.6","6.0","91667","14093","108433","14005","(X)","(X)","32.8","(X)","(X)","(X)","283","46","0.0","11.6","1.4","1.7","2.8","2.7","3.2","2.4","12.0","7.3","14.1","5.6","19.8","8.2","25.4","7.3","10.6","4.9","10.6","7.1","96250","15277","N","N","(X)","(X)","(X)","(X)","(X)","(X)","256","52","2.7","2.6","7.4","5.3","15.2","8.1","14.8","9.2","12.5","5.7","14.1","6.3","9.8","7.5","23.4","11.1","0.0","12.8","0.0","12.8","47500","10378","60645","11458","(X)","(X)","(X)","(X)","28.5","(X)"
"0600000US2501700380","Acton town, Middlesex County, Massachusetts","8795","227","1.7","0.9","4.2","1.6","3.7","1.4","3.7","1.5","4.1","1.0","9.5","2.0","7.7","1.6","18.9","2.6","14.6","2.1","31.9","2.8","141665","4812","170025","8782","29.7","(X)","(X)","(X)","(X)","(X)","6385","204","0.5","0.6","0.1","0.2","0.9","0.7","3.1","1.8","2.4","0.9","7.2","2.5","7.2","1.9","18.8","3.0","17.7","3.0","42.1","3.6","174306","10056","203026","10622","(X)","(X)","30.4","(X)","(X)","(X)","5829","220","0.1","0.2","0.1","0.2","0.6","0.6","2.4","1.8","2.2","1.0","6.0","2.5","7.1","2.0","18.2","3.3","17.3","3.0","45.8","3.8","184006","16361","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2410","280","4.9","2.9","15.1","5.5","11.5","4.4","5.1","2.6","8.7","2.7","15.7","5.5","8.6","3.1","19.4","4.7","6.3","3.0","4.6","2.4","55778","10256","80866","12903","(X)","(X)","(X)","(X)","27.1","(X)"
"0600000US2501701605","Arlington town, Middlesex County, Massachusetts","19065","320","3.5","1.1","2.7","0.7","5.1","1.1","4.7","1.3","6.4","1.2","11.5","1.5","11.8","1.5","19.2","2.1","13.0","1.9","22.1","1.6","108389","5596","138350","4896","29.5","(X)","(X)","(X)","(X)","(X)","11614","310","1.9","1.0","0.8","0.6","1.8","1.0","1.6","0.7","4.0","1.2","8.8","1.8","12.6","2.3","20.6","2.6","16.4","2.7","31.4","2.6","145141","6588","172801","7634","(X)","(X)","29.1","(X)","(X)","(X)","9525","341","1.3","1.0","1.0","0.7","1.0","0.6","0.8","0.5","3.2","1.2","7.1","1.7","10.8","2.1","21.0","3.1","17.6","2.9","36.3","2.5","159375","7901","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7451","460","6.2","2.1","5.7","1.6","10.4","2.1","9.7","3.1","10.1","2.5","16.1","2.6","12.5","2.2","17.0","3.0","6.5","2.1","6.0","1.7","62080","5654","80157","5865","(X)","(X)","(X)","(X)","29.3","(X)"
"0600000US2501701955","Ashby town, Middlesex County, Massachusetts","1167","49","0.5","0.7","1.5","1.3","2.7","1.6","6.3","3.1","6.9","3.4","19.5","6.1","14.7","4.2","27.8","5.6","11.7","3.7","8.3","3.5","97958","10487","108790","9227","35.6","(X)","(X)","(X)","(X)","(X)","886","64","0.7","1.0","0.0","3.9","2.4","1.8","4.3","2.3","8.6","4.7","16.5","6.7","15.5","4.7","31.2","6.0","11.9","4.4","9.1","3.6","103261","10031","114922","9437","(X)","(X)","33.9","(X)","(X)","(X)","769","75","0.8","1.1","0.0","4.4","1.4","1.5","4.2","2.3","6.1","4.3","15.5","7.2","14.0","4.1","35.9","6.8","11.6","4.6","10.5","4.0","110685","9389","N","N","(X)","(X)","(X)","(X)","(X)","(X)","281","67","0.0","11.7","6.4","5.1","3.9","4.5","14.9","10.3","8.5","6.1","30.6","12.9","7.8","5.5","12.8","10.8","9.3","7.7","5.7","8.6","64125","6903","81903","21335","(X)","(X)","(X)","(X)","40.9","(X)"
"0600000US2501702130","Ashland town, Middlesex County, Massachusetts","6796","212","2.2","1.2","2.6","1.2","5.9","2.2","2.7","1.4","5.0","1.8","13.1","3.7","9.3","2.2","20.4","3.9","16.9","3.1","21.9","3.5","124130","15475","143589","10853","26.8","(X)","(X)","(X)","(X)","(X)","4793","189","1.1","1.0","1.0","0.9","3.4","2.3","2.0","1.5","3.0","1.5","11.3","4.0","8.6","2.7","22.5","4.3","19.0","3.3","28.1","4.5","144035","9258","165187","13244","(X)","(X)","20.8","(X)","(X)","(X)","3981","264","0.0","0.9","0.8","1.0","1.7","1.4","1.4","1.5","1.9","1.2","9.3","3.9","9.1","3.2","21.4","5.0","21.3","3.7","33.2","5.2","161472","12086","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2003","256","5.7","3.6","7.2","3.5","11.8","4.8","4.5","3.1","10.2","4.6","16.7","6.8","11.8","4.9","18.3","6.6","9.1","6.1","4.6","3.2","67923","9304","85638","14457","(X)","(X)","(X)","(X)","41.1","(X)"
"0600000US2501703005","Ayer town, Middlesex County, Massachusetts","3552","159","5.6","3.5","2.0","1.5","3.5","2.9","2.5","1.7","7.0","3.4","21.4","5.0","12.2","5.0","22.1","6.0","15.0","5.4","8.8","3.1","92778","17368","103995","7654","35.3","(X)","(X)","(X)","(X)","(X)","1870","168","1.1","1.6","0.9","1.4","0.0","1.9","0.0","1.9","3.9","3.2","20.1","7.3","8.8","4.5","28.3","7.6","22.4","6.7","14.7","5.5","121806","19859","133369","10119","(X)","(X)","34.8","(X)","(X)","(X)","1489","176","0.9","1.4","0.0","2.3","0.0","2.3","0.0","2.3","4.9","4.0","13.1","6.5","7.9","5.0","28.5","9.0","27.1","8.3","17.6","6.9","137928","15999","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1682","252","10.6","6.8","3.3","3.0","7.3","6.2","5.2","3.6","10.5","6.4","26.5","8.6","19.6","10.0","11.1","7.1","4.7","5.9","1.2","2.0","57907","10424","66253","10700","(X)","(X)","(X)","(X)","31.1","(X)"
"0600000US2501704615","Bedford town, Middlesex County, Massachusetts","5312","214","2.3","1.2","1.5","0.9","2.3","1.2","4.4","2.1","4.8","2.0","12.4","3.2","12.1","3.8","17.5","3.5","12.5","3.4","30.2","3.7","128354","12596","165083","13107","26.1","(X)","(X)","(X)","(X)","(X)","3626","176","0.9","1.0","0.7","0.8","1.5","1.2","5.2","2.8","2.6","2.1","7.7","2.9","10.0","4.3","17.5","4.8","15.4","4.5","38.3","5.2","165926","25822","189737","16499","(X)","(X)","28.6","(X)","(X)","(X)","2956","202","0.5","0.9","0.0","1.2","1.3","1.3","1.9","1.8","3.2","2.6","7.3","3.3","10.0","4.1","14.9","4.8","16.7","5.0","44.2","5.7","185500","10075","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1686","249","5.3","3.2","3.1","2.8","4.0","2.8","4.9","2.8","9.6","4.7","22.8","7.2","15.2","5.5","17.6","6.0","6.2","3.7","11.4","4.8","75368","13650","109369","19749","(X)","(X)","(X)","(X)","20.8","(X)"
"0600000US2501705070","Belmont town, Middlesex County, Massachusetts","9819","238","4.7","1.3","2.2","0.8","2.9","1.0","4.1","1.1","6.1","1.4","9.2","1.6","11.8","1.6","14.6","1.6","13.2","1.8","31.2","1.8","129380","7016","178083","7911","29.5","(X)","(X)","(X)","(X)","(X)","6989","167","3.0","1.3","0.5","0.5","1.6","1.0","1.7","0.9","3.6","1.2","7.4","1.6","11.3","1.9","15.1","1.9","15.6","2.3","40.2","2.5","167058","7147","214700","10588","(X)","(X)","29.3","(X)","(X)","(X)","5886","206","2.1","1.1","0.2","0.4","0.7","0.5","1.0","0.6","3.3","1.3","5.4","1.6","10.6","2.1","14.7","2.1","16.4","2.5","45.6","2.9","185192","8970","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2830","281","8.7","3.2","6.7","2.6","6.0","2.0","10.6","3.6","11.9","3.5","14.5","4.3","13.1","3.4","14.5","3.1","6.7","2.3","7.4","2.3","62854","8753","84349","8562","(X)","(X)","(X)","(X)","28.5","(X)"
"0600000US2501705805","Billerica town, Middlesex County, Massachusetts","14935","298","2.3","0.8","1.8","0.7","4.1","1.0","3.7","1.3","8.4","1.7","12.8","1.8","13.6","1.9","26.5","2.6","15.4","2.0","11.3","1.5","105343","3261","115869","3346","35.7","(X)","(X)","(X)","(X)","(X)","11462","309","1.1","0.5","0.5","0.4","1.5","0.7","3.2","1.7","7.5","2.0","12.2","1.9","14.0","2.1","29.0","2.8","18.1","2.5","12.8","1.7","115616","6775","125958","4059","(X)","(X)","34.9","(X)","(X)","(X)","8951","415","0.4","0.3","0.5","0.4","1.0","0.6","1.9","0.9","5.1","1.5","8.9","1.9","14.9","2.5","30.4","3.2","22.1","3.0","14.8","2.3","127758","5759","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3473","346","7.1","3.0","6.2","2.8","12.2","3.4","5.5","2.1","14.5","3.9","17.2","4.5","11.9","3.9","17.1","5.6","3.9","1.8","4.5","2.8","55363","7050","72660","8052","(X)","(X)","(X)","(X)","34.6","(X)"
"0600000US2501707350","Boxborough town, Middlesex County, Massachusetts","2266","126","3.3","2.2","1.8","1.5","6.0","4.9","3.3","2.1","9.4","3.6","11.0","4.2","10.6","4.1","17.3","4.6","12.8","4.2","24.6","4.6","115395","15186","143993","12158","31.8","(X)","(X)","(X)","(X)","(X)","1453","88","2.6","2.5","1.2","1.3","2.1","2.1","0.0","2.4","4.4","3.0","11.2","5.5","9.4","3.6","17.0","5.9","16.7","5.1","35.3","6.4","155391","19485","180300","16322","(X)","(X)","31.2","(X)","(X)","(X)","1264","94","0.7","1.2","1.4","1.5","1.6","1.8","0.0","2.7","2.1","2.3","8.2","4.6","8.8","3.8","18.8","6.6","18.6","5.8","39.8","7.1","174342","15593","N","N","(X)","(X)","(X)","(X)","(X)","(X)","813","135","4.4","4.1","2.8","3.4","13.0","13.0","9.1","5.7","18.3","8.9","10.7","5.8","12.8","8.8","18.9","8.8","5.7","6.4","4.2","3.6","58646","23237","77886","13708","(X)","(X)","(X)","(X)","31.6","(X)"
"0600000US2501709840","Burlington town, Middlesex County, Massachusetts","10001","230","3.3","1.1","1.2","0.6","4.0","1.3","4.5","1.6","8.0","1.8","10.5","2.4","10.5","2.6","22.1","3.1","12.6","1.9","23.2","2.8","118721","5680","139198","7137","35.6","(X)","(X)","(X)","(X)","(X)","7386","241","1.6","0.9","0.7","0.5","0.6","0.5","3.3","1.7","4.8","2.0","9.8","3.1","10.9","3.2","25.1","3.8","15.0","2.6","28.1","3.9","135634","11030","159539","9445","(X)","(X)","38.1","(X)","(X)","(X)","6326","282","1.2","0.9","0.7","0.6","0.4","0.5","2.2","1.1","2.5","1.5","8.3","3.0","10.3","3.4","27.2","4.1","17.4","2.9","29.8","4.3","145357","9037","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2615","284","8.6","3.3","2.4","1.5","13.4","4.7","7.9","3.2","17.1","4.4","12.8","3.4","11.6","3.9","15.2","5.3","5.0","2.5","6.0","3.2","51908","17277","74734","8829","(X)","(X)","(X)","(X)","27.0","(X)"
"0600000US2501711000","Cambridge city, Middlesex County, Massachusetts","46835","822","6.6","0.8","4.1","0.6","5.0","0.6","5.1","0.7","6.4","0.7","10.6","0.9","10.9","0.9","18.2","1.2","11.9","1.0","21.2","1.1","103154","3349","139991","3412","29.1","(X)","(X)","(X)","(X)","(X)","20109","507","2.8","0.7","1.8","0.7","4.7","1.1","5.4","1.4","5.0","1.0","7.9","1.1","8.7","1.2","18.1","1.8","14.2","1.7","31.3","1.9","134816","8522","183089","6792","(X)","(X)","28.6","(X)","(X)","(X)","15601","520","1.7","0.7","0.6","0.4","2.3","0.8","3.7","1.4","4.2","1.0","6.5","1.1","8.2","1.2","19.1","1.8","16.1","1.8","37.5","2.3","159887","5483","209990","8090","(X)","(X)","(X)","(X)","(X)","(X)","26726","825","9.5","1.3","5.9","0.9","5.4","0.8","5.1","0.9","7.5","1.1","13.0","1.3","12.1","1.2","18.6","1.5","10.3","1.1","12.7","1.2","81355","2157","105474","3551","(X)","(X)","(X)","(X)","29.3","(X)"
"0600000US2501711525","Carlisle town, Middlesex County, Massachusetts","1876","89","2.0","1.7","0.5","0.8","4.7","2.4","5.0","2.8","3.9","2.6","4.1","2.7","4.1","2.1","15.4","4.1","11.9","3.8","48.5","6.0","195889","25701","251401","31022","31.3","(X)","(X)","(X)","(X)","(X)","1473","92","0.4","0.8","0.6","1.0","3.8","2.6","0.6","0.9","3.4","2.7","3.6","2.7","4.5","2.4","14.6","4.6","11.3","3.5","57.2","6.5","235134","30311","287246","35408","(X)","(X)","33.5","(X)","(X)","(X)","1390","109","0.0","2.5","0.6","1.1","3.2","2.5","0.6","0.9","2.6","2.4","3.8","2.8","4.7","2.6","14.3","4.4","9.7","3.3","60.3","6.6","243269","26382","N","N","(X)","(X)","(X)","(X)","(X)","(X)","403","96","9.2","8.1","0.0","8.3","8.2","7.6","20.8","14.4","6.0","6.6","5.7","6.7","2.7","4.2","19.6","13.5","15.1","11.5","12.7","8.7","-","**","113194","32655","(X)","(X)","(X)","(X)","23.6","(X)"
"0600000US2501713135","Chelmsford town, Middlesex County, Massachusetts","13564","239","2.7","1.0","1.9","0.8","4.3","1.3","5.0","1.1","6.5","1.5","10.2","1.4","11.6","1.6","21.9","1.7","16.8","1.9","19.1","2.1","116111","4634","134520","4941","29.0","(X)","(X)","(X)","(X)","(X)","9769","223","1.2","0.7","0.6","0.5","1.7","0.9","1.9","0.7","5.1","1.2","8.6","1.3","12.9","2.1","23.6","2.2","20.5","2.2","23.9","2.8","140708","5343","155591","6418","(X)","(X)","27.4","(X)","(X)","(X)","8319","271","0.6","0.5","0.1","0.2","1.4","0.7","1.3","0.6","3.6","1.1","6.7","1.4","11.2","2.0","25.3","2.5","22.6","2.6","27.4","3.2","149986","7289","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3795","265","7.2","3.3","5.2","2.7","11.6","3.8","12.4","3.6","11.0","4.1","14.6","3.7","12.9","2.5","14.5","3.5","4.2","1.8","6.4","2.7","53068","8209","74663","8352","(X)","(X)","(X)","(X)","31.4","(X)"
"0600000US2501715060","Concord town, Middlesex County, Massachusetts","6635","216","2.6","1.5","1.4","0.8","2.6","1.3","3.6","1.4","4.8","1.7","10.6","2.4","6.9","2.4","16.8","3.0","14.4","2.8","36.3","3.7","152318","12275","205426","14769","35.4","(X)","(X)","(X)","(X)","(X)","4924","177","0.3","0.5","0.0","0.7","1.0","0.9","2.1","1.1","1.9","1.3","9.2","2.7","5.2","2.0","18.1","3.5","17.4","3.7","44.7","5.0","180147","15463","245757","19444","(X)","(X)","36.8","(X)","(X)","(X)","4419","194","0.0","0.8","0.0","0.8","1.1","1.0","1.3","1.0","1.5","1.1","6.6","2.6","5.3","2.2","18.8","3.7","17.0","4.0","48.4","5.4","191130","18468","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1711","245","10.1","5.4","5.5","3.2","7.5","4.0","10.8","4.6","11.5","4.7","13.9","5.4","11.7","6.8","13.2","5.5","4.8","2.9","11.2","4.3","55775","7714","84778","12302","(X)","(X)","(X)","(X)","30.4","(X)"
"0600000US2501717475","Dracut town, Middlesex County, Massachusetts","11501","355","3.3","1.4","3.4","1.1","5.5","1.5","6.4","1.8","10.5","2.2","13.7","2.7","11.3","2.2","24.6","2.7","11.5","2.2","9.8","2.0","90273","6782","102207","4768","35.6","(X)","(X)","(X)","(X)","(X)","8054","275","2.6","1.7","0.7","0.6","2.5","1.2","5.2","2.1","9.5","2.4","13.3","3.2","11.8","3.0","27.6","3.2","14.2","2.9","12.6","2.6","106500","8505","117259","6455","(X)","(X)","36.3","(X)","(X)","(X)","6093","380","0.7","0.8","0.5","0.6","1.2","0.8","3.4","1.4","8.2","2.5","10.7","3.0","11.6","3.1","30.8","4.1","16.9","3.5","16.0","3.3","121172","8386","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3447","422","5.7","3.1","9.8","3.6","13.0","4.4","11.4","5.1","13.6","5.1","13.8","5.1","11.3","4.1","15.6","4.8","4.8","3.3","0.8","1.0","45417","6942","60000","6402","(X)","(X)","(X)","(X)","31.0","(X)"
"0600000US2501717825","Dunstable town, Middlesex County, Massachusetts","1178","48","2.6","2.7","0.0","2.9","2.5","1.3","2.3","1.6","6.1","2.2","8.7","3.9","10.9","3.6","21.4","5.2","17.1","4.2","28.4","5.2","135909","12816","161649","14128","34.9","(X)","(X)","(X)","(X)","(X)","939","65","0.6","0.9","0.0","3.7","1.9","1.7","0.0","3.7","4.2","2.1","7.1","3.8","10.2","3.8","23.6","6.3","17.9","4.6","34.4","6.6","156641","17061","175954","13913","(X)","(X)","31.8","(X)","(X)","(X)","851","63","0.7","1.0","0.0","4.0","0.7","1.0","0.0","4.0","2.8","2.0","7.3","4.1","10.0","3.8","22.8","6.7","19.7","5.1","36.0","6.8","163309","15034","N","N","(X)","(X)","(X)","(X)","(X)","(X)","239","55","10.5","12.3","0.0","13.6","9.6","6.7","11.3","7.5","11.3","7.5","15.1","10.1","18.0","11.7","12.6","7.2","9.2","9.9","2.5","3.5","61438","18358","72803","17303","(X)","(X)","(X)","(X)","46.9","(X)"
"0600000US2501721990","Everett city, Middlesex County, Massachusetts","16021","481","5.6","1.4","3.6","1.0","9.3","1.8","9.3","1.9","11.7","2.1","17.8","2.4","14.8","2.2","17.5","2.8","6.3","1.3","4.2","1.2","65528","3609","78819","4586","43.4","(X)","(X)","(X)","(X)","(X)","10898","382","4.3","1.6","1.8","1.0","7.9","2.2","9.5","2.3","10.3","2.1","17.4","2.8","17.6","3.1","19.6","3.6","6.9","1.5","4.7","1.4","73476","6425","85745","6078","(X)","(X)","45.2","(X)","(X)","(X)","6390","498","0.5","0.3","0.1","0.1","5.3","2.6","6.6","2.7","10.7","3.1","16.4","3.1","19.5","4.1","25.1","5.0","9.3","2.4","6.6","2.2","91612","5816","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5123","560","9.7","3.3","7.6","2.8","16.1","3.9","9.9","3.5","13.3","3.6","17.3","4.6","9.7","2.7","11.4","3.7","3.6","1.9","1.5","1.1","41595","6444","56236","5728","(X)","(X)","(X)","(X)","36.4","(X)"
